Students	10000
5179	49 2 55 8
5180	62 27 90 80
5181	46 31 68 59
5182	86 55 46 58
5183	1 30 32 71
5184	26 54 30 82
5185	48 51 45 78
5186	81 54 32 23
5187	87 74 11 25
5188	53 65 10 23
5189	69 65 15 29
5190	21 51 1 34
5191	53 45 34 55
5192	37 33 54 55
5193	23 60 2 11
5194	32 18 28 84
5195	81 51 72 70
5196	62 35 86 53
5197	28 80 18 83
5198	27 85 56 81
5199	89 67 70 51
5200	8 53 90 71
5201	4 83 45 18
5202	74 89 48 7
5203	37 44 53 46
5204	83 52 61 13
5205	28 19 72 86
5206	52 89 51 32
5207	67 85 58 5
5208	12 8 14 66
5209	54 50 70 12
5210	53 55 66 39
5211	42 84 25 52
5212	8 71 14 23
5213	8 9 34 32
5214	67 5 30 47
5215	23 89 37 45
5216	42 12 51 31
5217	34 81 25 53
5218	17 18 88 16
5219	12 70 20 32
5220	82 28 7 16
5221	29 19 72 70
5222	3 80 54 16
5223	15 33 2 28
5224	90 76 80 23
5225	33 27 38 54
5226	20 23 1 66
5227	61 37 69 64
5228	25 53 13 16
5229	59 3 64 25
5230	61 47 73 21
5231	67 49 34 61
5232	16 79 44 60
5233	41 49 43 48
5234	50 45 6 53
5235	89 17 42 66
5236	71 39 44 2
5237	5 86 9 8
5238	43 83 70 13
5239	52 59 19 65
5240	55 86 15 20
5241	60 32 47 29
5242	10 49 51 48
5243	48 13 5 16
5244	44 10 2 36
5245	58 57 21 1
5246	2 81 20 13
5247	60 14 22 37
5248	1 77 48 4
5249	31 68 33 43
5250	16 51 44 61
5251	38 67 73 5
5252	36 13 45 89
5253	37 74 26 73
5254	55 50 34 31
5255	78 69 24 31
5256	55 40 38 71
5257	20 43 50 71
5258	60 62 6 54
5259	6 17 73 8
5260	19 12 77 63
5261	30 81 13 59
5262	88 52 61 25
5263	1 40 13 33
5264	23 6 79 36
5265	83 9 20 64
5266	8 18 16 73
5267	26 20 31 14
5268	16 84 20 40
5269	69 43 2 39
5270	33 29 73 30
5271	83 85 38 46
5272	63 26 59 79
5273	12 54 48 40
5274	52 5 17 34
5275	8 5 32 14
5276	78 21 53 46
5277	52 72 86 57
5278	38 44 68 71
5279	73 30 90 11
5280	11 78 69 12
5281	24 16 71 21
5282	24 76 50 7
5283	87 43 15 86
5284	90 74 47 50
5285	37 40 43 87
5286	50 15 74 46
5287	83 6 25 12
5288	3 28 72 54
5289	63 70 64 10
5290	46 89 62 50
5291	8 71 66 47
5292	68 62 67 50
5293	32 22 86 17
5294	84 30 56 89
5295	69 84 7 37
5296	48 46 30 76
5297	77 42 27 70
5298	57 16 74 30
5299	15 69 22 4
5300	46 15 74 88
5301	30 85 80 43
5302	53 51 38 82
5303	44 75 67 90
5304	31 27 15 24
5305	6 55 28 5
5306	32 73 39 47
5307	41 66 44 4
5308	35 11 15 62
5309	66 70 15 89
5310	90 85 59 58
5311	54 80 62 53
5312	83 88 64 21
5313	13 81 61 25
5314	73 62 1 59
5315	5 86 76 15
5316	8 87 76 89
5317	79 67 60 76
5318	76 16 17 26
5319	22 58 59 10
5320	7 66 43 74
5321	44 59 24 82
5322	88 32 56 3
5323	69 21 33 88
5324	3 24 83 30
5325	26 89 83 36
5326	66 73 12 27
5327	56 23 64 59
5328	60 44 76 68
5329	20 64 11 51
5330	11 73 14 12
5331	68 44 72 19
5332	46 81 77 29
5333	8 82 77 10
5334	69 67 64 42
5335	54 62 34 2
5336	57 27 80 69
5337	10 47 16 72
5338	56 26 46 30
5339	2 73 64 82
5340	47 26 17 73
5341	11 32 66 29
5342	49 69 71 81
5343	84 55 61 75
5344	16 27 34 26
5345	52 41 89 49
5346	36 46 28 84
5347	82 73 74 25
5348	18 14 89 28
5349	67 10 46 24
5350	47 63 44 68
5351	66 68 7 3
5352	19 3 22 2
5353	25 72 79 54
5354	59 37 54 27
5355	74 44 76 90
5356	1 79 71 34
5357	64 39 1 76
5358	25 48 58 7
5359	54 24 6 21
5360	86 82 25 2
5361	79 89 53 69
5362	52 22 81 78
5363	77 18 48 4
5364	41 53 71 65
5365	44 45 58 27
5366	6 79 20 24
5367	14 72 70 40
5368	44 74 16 45
5369	53 31 56 65
5370	30 69 31 75
5371	44 68 41 7
5372	52 56 80 23
5373	63 2 89 75
5374	44 80 23 78
5375	66 67 52 73
5376	70 68 32 69
5377	66 78 84 28
5378	7 77 71 32
5379	35 54 84 50
5380	44 29 64 77
5381	26 85 12 59
5382	68 22 85 79
5383	19 55 25 28
5384	72 68 89 50
5385	24 31 62 38
5386	36 49 71 45
5387	74 30 29 51
5388	26 42 64 38
5389	35 78 36 68
5390	24 86 63 33
5391	41 61 26 39
5392	84 66 4 5
5393	7 36 33 29
5394	85 22 76 72
5395	18 63 82 16
5396	35 30 8 52
5397	54 59 31 49
5398	19 52 4 7
5399	9 12 73 64
5400	54 74 18 55
5401	51 31 48 60
5402	27 33 48 32
5403	72 41 56 18
5404	51 62 30 6
5405	2 79 46 8
5406	15 19 13 39
5407	76 90 4 67
5408	75 47 53 68
5409	74 1 48 88
5410	56 55 90 6
5411	50 61 87 74
5412	15 73 58 12
5413	21 49 1 45
5414	6 71 28 25
5415	89 28 75 18
5416	35 62 13 85
5417	68 46 88 28
5418	71 10 84 43
5419	44 88 2 86
5420	41 62 90 20
5421	25 82 31 81
5422	83 43 81 63
5423	3 44 78 55
5424	78 84 47 4
5425	10 45 18 15
5426	11 2 56 54
5427	33 67 30 18
5428	77 64 14 57
5429	12 73 3 69
5430	9 85 16 50
5431	68 26 85 40
5432	62 32 64 40
5433	61 76 38 45
5434	3 30 89 44
5435	84 1 32 49
5436	59 43 78 52
5437	81 42 64 35
5438	66 47 79 44
5439	79 6 51 35
5440	90 53 50 51
5441	64 44 71 25
5442	64 84 20 34
5443	41 50 7 81
5444	43 51 26 6
5445	9 52 82 43
5446	29 85 27 30
5447	20 57 66 36
5448	34 90 80 4
5449	87 71 23 73
5450	12 8 22 78
5451	87 85 59 20
5452	7 15 19 5
5453	56 30 20 45
5454	12 72 88 4
5455	74 24 54 79
5456	70 80 2 23
5457	89 71 39 15
5458	59 2 10 3
5459	59 42 70 77
5460	28 77 57 1
5461	44 3 55 24
5462	85 38 87 9
5463	38 40 61 7
5464	24 76 19 88
5465	90 38 63 51
5466	48 84 3 43
5467	14 21 78 31
5468	24 83 77 3
5469	53 90 41 24
5470	79 17 41 28
5471	15 40 43 63
5472	65 1 28 76
5473	78 73 11 47
5474	52 88 80 53
5475	84 64 3 68
5476	32 41 57 83
5477	26 36 18 69
5478	28 49 78 30
5479	89 56 82 38
5480	69 70 61 14
5481	7 78 18 50
5482	79 41 34 32
5483	78 27 37 11
5484	86 72 43 44
5485	84 48 40 47
5486	84 55 2 32
5487	49 19 20 46
5488	44 64 65 57
5489	70 34 83 65
5490	24 75 88 51
5491	39 73 61 68
5492	32 55 82 52
5493	47 40 78 84
5494	17 53 62 72
5495	1 15 84 88
5496	75 25 42 43
5497	65 84 24 88
5498	75 30 53 26
5499	26 16 44 59
5500	60 36 67 24
5501	58 38 17 61
5502	28 52 33 19
5503	70 52 60 35
5504	30 66 5 73
5505	70 86 23 5
5506	16 57 49 4
5507	53 39 6 83
5508	1 9 19 52
5509	75 38 13 53
5510	23 7 68 19
5511	27 15 86 4
5512	34 58 41 18
5513	16 86 19 90
5514	65 34 48 17
5515	66 58 19 12
5516	8 88 62 70
5517	43 65 87 31
5518	88 75 66 80
5519	51 41 47 20
5520	48 65 27 4
5521	34 8 49 14
5522	58 16 71 27
5523	76 84 19 2
5524	6 72 5 22
5525	19 32 46 79
5526	59 79 37 32
5527	83 74 48 77
5528	89 46 69 47
5529	41 71 16 2
5530	15 1 54 53
5531	1 85 71 76
5532	54 1 24 62
5533	21 19 36 55
5534	88 70 61 62
5535	13 37 8 36
5536	41 54 70 51
5537	43 41 50 6
5538	36 58 28 22
5539	84 40 24 30
5540	4 61 41 79
5541	32 72 25 19
5542	56 80 19 10
5543	20 33 59 87
5544	74 75 38 1
5545	50 80 38 36
5546	22 60 70 39
5547	65 19 66 53
5548	7 49 74 41
5549	39 36 22 42
5550	31 32 84 26
5551	13 10 33 64
5552	53 59 37 70
5553	41 2 44 73
5554	25 33 20 11
5555	62 82 46 14
5556	34 49 27 24
5557	87 66 59 35
5558	90 55 22 61
5559	44 6 7 12
5560	26 69 58 78
5561	60 43 40 31
5562	40 21 20 70
5563	50 28 9 90
5564	22 78 68 75
5565	36 23 45 5
5566	2 85 26 14
5567	9 16 62 60
5568	50 6 40 61
5569	34 85 7 2
5570	26 53 5 39
5571	70 17 61 46
5572	40 54 37 77
5573	72 57 48 90
5574	25 50 86 63
5575	31 77 38 27
5576	13 57 45 7
5577	54 22 89 14
5578	15 50 29 35
5579	44 4 55 22
5580	36 26 5 68
5581	55 48 34 73
5582	62 76 73 77
5583	28 56 5 78
5584	11 53 64 50
5585	6 34 22 60
5586	81 8 64 38
5587	6 71 45 77
5588	35 48 26 67
5589	60 18 59 11
5590	23 58 64 50
5591	69 43 10 26
5592	64 2 75 79
5593	77 67 22 14
5594	70 63 26 74
5595	7 88 76 1
5596	36 53 86 35
5597	88 84 8 65
5598	79 9 8 66
5599	35 63 74 2
5600	50 27 47 21
5601	59 32 7 79
5602	69 24 26 18
5603	67 9 46 33
5604	44 86 77 42
5605	81 15 10 43
5606	60 57 39 88
5607	14 52 6 31
5608	50 14 13 86
5609	29 12 17 73
5610	88 1 2 76
5611	50 24 90 55
5612	2 18 16 47
5613	21 19 32 84
5614	43 89 75 74
5615	63 83 6 20
5616	36 83 82 87
5617	45 57 77 75
5618	76 88 72 60
5619	23 3 10 76
5620	4 37 78 34
5621	31 36 68 5
5622	13 77 5 43
5623	17 89 28 69
5624	57 35 4 65
5625	3 52 25 77
5626	20 90 33 19
5627	58 48 70 22
5628	64 45 65 25
5629	35 33 54 71
5630	72 30 2 88
5631	58 35 1 32
5632	40 55 39 14
5633	90 71 26 77
5634	55 86 79 88
5635	28 62 13 70
5636	50 13 84 65
5637	88 40 50 70
5638	16 10 86 13
5639	83 57 62 70
5640	60 20 1 89
5641	26 74 42 3
5642	16 48 9 62
5643	49 5 65 67
5644	60 79 54 44
5645	85 72 89 62
5646	34 67 76 12
5647	14 70 78 55
5648	53 85 52 8
5649	49 54 30 89
5650	50 49 34 43
5651	39 84 18 25
5652	26 4 8 71
5653	15 34 6 49
5654	15 86 17 54
5655	52 53 18 81
5656	80 6 29 48
5657	35 78 89 26
5658	23 30 82 6
5659	90 50 30 33
5660	62 82 18 41
5661	86 12 51 63
5662	21 24 31 88
5663	52 86 67 61
5664	11 32 24 12
5665	51 18 61 87
5666	31 67 64 37
5667	79 1 33 78
5668	80 43 66 75
5669	50 89 71 88
5670	80 38 65 56
5671	51 26 15 59
5672	30 76 50 66
5673	48 8 70 40
5674	71 15 72 26
5675	81 14 51 10
5676	67 42 83 61
5677	33 5 20 43
5678	63 14 60 5
5679	3 22 12 74
5680	16 17 57 81
5681	79 39 62 31
5682	7 11 18 41
5683	34 22 14 48
5684	75 6 13 66
5685	24 53 33 43
5686	59 65 12 88
5687	45 28 52 19
5688	19 77 20 38
5689	13 8 18 60
5690	42 82 8 56
5691	18 65 45 74
5692	58 66 29 52
5693	21 18 12 17
5694	77 86 45 55
5695	78 24 51 62
5696	70 26 19 55
5697	81 65 90 44
5698	80 66 5 59
5699	46 62 10 77
5700	44 53 16 88
5701	74 19 66 36
5702	11 13 9 86
5703	10 18 43 1
5704	60 89 32 69
5705	90 1 12 65
5706	63 4 9 50
5707	20 60 78 41
5708	39 76 26 37
5709	78 46 20 34
5710	39 87 84 57
5711	78 61 52 66
5712	73 33 32 13
5713	65 82 23 26
5714	63 79 23 85
5715	25 66 60 62
5716	17 42 32 64
5717	84 44 89 71
5718	24 44 26 2
5719	46 73 58 26
5720	14 67 73 58
5721	50 30 64 71
5722	75 44 15 85
5723	66 68 43 85
5724	54 79 73 47
5725	65 70 69 74
5726	73 79 6 35
5727	19 50 51 52
5728	49 6 10 55
5729	14 16 52 54
5730	90 10 60 31
5731	75 46 44 66
5732	62 78 26 73
5733	56 1 47 51
5734	82 9 16 79
5735	36 34 46 59
5736	43 29 40 79
5737	41 49 57 44
5738	31 86 80 40
5739	28 67 4 5
5740	82 55 88 64
5741	58 31 56 54
5742	75 11 38 61
5743	70 12 65 74
5744	89 19 74 32
5745	77 24 57 28
5746	29 61 76 34
5747	10 16 77 13
5748	10 26 1 78
5749	48 59 79 57
5750	82 25 68 90
5751	49 78 6 53
5752	37 38 55 79
5753	9 14 25 24
5754	61 79 25 16
5755	53 36 56 16
5756	47 71 85 79
5757	7 90 25 74
5758	83 23 31 49
5759	46 20 64 68
5760	21 14 15 64
5761	54 77 15 47
5762	26 68 45 63
5763	52 24 69 89
5764	59 50 87 35
5765	29 55 33 88
5766	46 59 55 51
5767	69 35 37 25
5768	23 40 49 16
5769	85 17 54 4
5770	30 36 23 65
5771	67 58 32 66
5772	82 19 17 74
5773	51 87 54 68
5774	46 9 28 31
5775	54 84 9 17
5776	63 88 28 82
5777	43 36 55 7
5778	88 36 56 26
5779	38 32 58 75
5780	82 69 65 55
5781	52 6 31 71
5782	55 67 73 17
5783	69 79 77 76
5784	7 19 75 79
5785	14 75 27 64
5786	83 21 49 30
5787	7 82 35 28
5788	86 54 73 7
5789	19 72 82 50
5790	57 62 5 29
5791	1 63 62 16
5792	54 29 76 38
5793	72 5 47 41
5794	8 17 57 41
5795	39 22 90 69
5796	70 81 65 86
5797	41 89 49 4
5798	62 64 41 40
5799	2 44 78 71
5800	62 76 52 28
5801	62 80 61 73
5802	88 16 19 46
5803	22 3 90 81
5804	25 30 63 56
5805	30 87 73 15
5806	90 85 59 20
5807	4 55 42 48
5808	67 8 42 76
5809	51 26 15 35
5810	42 13 49 58
5811	48 46 8 71
5812	18 72 21 55
5813	82 77 3 13
5814	41 70 71 23
5815	8 36 46 49
5816	36 12 52 4
5817	5 43 24 55
5818	25 14 57 77
5819	12 38 26 86
5820	40 47 14 26
5821	45 6 76 81
5822	14 22 33 3
5823	67 6 7 54
5824	42 52 57 62
5825	73 35 57 59
5826	1 36 38 30
5827	1 2 80 30
5828	68 31 19 48
5829	90 47 14 84
5830	19 1 65 89
5831	55 40 33 51
5832	32 18 71 51
5833	44 18 35 69
5834	75 25 7 83
5835	6 64 48 57
5836	1 43 12 4
5837	74 22 61 82
5838	54 22 45 57
5839	37 12 86 15
5840	20 33 89 40
5841	30 13 70 58
5842	20 87 11 46
5843	33 30 80 48
5844	81 28 80 16
5845	62 63 14 47
5846	24 71 83 87
5847	36 70 35 15
5848	19 84 89 8
5849	6 13 17 18
5850	57 35 30 16
5851	13 49 45 30
5852	41 12 18 49
5853	27 13 75 3
5854	39 85 42 52
5855	13 35 63 83
5856	21 16 41 25
5857	43 69 80 84
5858	65 38 67 23
5859	83 70 47 85
5860	11 45 76 44
5861	52 18 1 60
5862	40 16 74 64
5863	12 75 4 74
5864	75 6 71 17
5865	61 2 53 44
5866	11 31 60 39
5867	82 29 23 18
5868	80 22 79 41
5869	22 17 48 71
5870	13 77 36 73
5871	83 11 53 79
5872	43 19 15 75
5873	1 47 35 71
5874	61 75 89 55
5875	5 51 30 31
5876	5 73 71 20
5877	8 25 37 65
5878	47 78 89 33
5879	49 53 23 46
5880	84 59 47 40
5881	42 21 48 59
5882	28 10 66 27
5883	4 23 74 46
5884	56 53 60 35
5885	38 32 2 89
5886	21 78 36 88
5887	55 35 27 68
5888	15 63 1 19
5889	26 89 33 8
5890	81 72 41 14
5891	1 24 30 85
5892	33 54 20 17
5893	51 57 22 16
5894	47 7 64 73
5895	88 87 32 33
5896	13 37 39 41
5897	76 88 70 53
5898	60 48 8 16
5899	60 65 86 54
5900	66 48 74 44
5901	86 74 67 11
5902	32 47 79 43
5903	88 38 83 51
5904	10 31 40 8
5905	22 79 16 8
5906	32 27 88 43
5907	72 1 71 51
5908	9 16 60 38
5909	1 66 51 7
5910	60 75 38 23
5911	20 57 83 70
5912	85 30 80 6
5913	41 39 71 76
5914	65 43 24 57
5915	29 51 55 2
5916	23 7 38 33
5917	62 37 16 69
5918	86 5 50 25
5919	11 42 63 29
5920	78 62 72 42
5921	47 71 54 49
5922	36 90 85 31
5923	51 23 44 9
5924	51 6 64 67
5925	33 26 36 28
5926	68 76 29 17
5927	89 77 24 19
5928	20 50 45 57
5929	19 15 41 33
5930	1 13 21 56
5931	15 56 54 26
5932	36 83 82 4
5933	48 3 77 2
5934	40 46 26 54
5935	86 85 1 68
5936	62 59 31 70
5937	72 36 79 35
5938	73 46 58 26
5939	18 60 1 77
5940	24 86 89 66
5941	64 33 27 2
5942	76 45 18 10
5943	28 2 40 31
5944	40 18 52 66
5945	34 68 10 77
5946	41 56 30 4
5947	77 45 54 62
5948	17 65 47 36
5949	18 50 37 72
5950	23 65 9 18
5951	70 55 53 1
5952	76 13 73 18
5953	7 59 71 73
5954	30 59 21 69
5955	36 50 85 12
5956	67 53 68 10
5957	86 50 46 25
5958	32 49 44 15
5959	29 38 24 5
5960	55 61 2 4
5961	60 74 51 4
5962	72 35 44 65
5963	58 41 38 39
5964	51 87 77 13
5965	8 83 29 2
5966	39 26 4 87
5967	77 73 51 11
5968	71 7 10 18
5969	31 1 52 41
5970	77 5 50 2
5971	51 26 83 58
5972	78 60 24 64
5973	77 61 33 11
5974	83 79 89 30
5975	68 54 11 9
5976	70 48 30 67
5977	38 75 15 73
5978	33 11 23 55
5979	64 1 85 68
5980	31 71 32 43
5981	80 10 60 86
5982	11 89 30 24
5983	35 51 7 21
5984	83 55 75 76
5985	54 45 84 13
5986	40 55 51 8
5987	80 4 19 76
5988	42 9 61 4
5989	79 64 63 29
5990	84 48 31 49
5991	75 12 89 13
5992	8 37 90 3
5993	83 19 72 7
5994	68 56 37 77
5995	89 69 32 43
5996	2 40 1 83
5997	29 41 64 48
5998	60 73 64 36
5999	45 56 70 90
6000	43 7 90 74
6001	79 90 88 12
6002	18 74 36 56
6003	7 20 13 89
6004	78 20 79 59
6005	49 39 40 3
6006	73 57 83 19
6007	30 74 10 85
6008	40 38 70 62
6009	15 90 14 56
6010	27 32 13 9
6011	89 47 64 87
6012	78 66 29 22
6013	79 61 57 77
6014	60 26 7 9
6015	73 66 9 87
6016	77 82 71 22
6017	60 66 50 33
6018	40 39 37 12
6019	62 46 72 7
6020	43 90 40 52
6021	35 61 33 37
6022	13 37 70 21
6023	84 25 29 55
6024	21 59 37 41
6025	54 3 47 34
6026	82 89 29 70
6027	42 79 75 35
6028	44 10 43 48
6029	61 20 41 68
6030	23 32 78 52
6031	43 20 25 17
6032	27 45 43 26
6033	33 72 57 36
6034	77 88 78 51
6035	69 79 14 76
6036	33 10 41 77
6037	60 49 7 64
6038	32 63 88 53
6039	74 22 69 5
6040	62 73 50 42
6041	43 25 17 11
6042	89 44 63 17
6043	22 33 67 4
6044	38 27 15 70
6045	40 4 72 29
6046	70 66 53 26
6047	43 90 49 57
6048	16 86 33 2
6049	53 23 55 35
6050	40 69 22 42
6051	54 64 76 23
6052	29 75 47 88
6053	67 90 63 16
6054	90 85 43 41
6055	14 62 75 25
6056	38 84 81 36
6057	72 12 29 1
6058	15 20 40 84
6059	20 25 19 89
6060	12 23 18 10
6061	65 12 52 51
6062	33 34 6 82
6063	66 80 39 86
6064	36 51 65 40
6065	19 46 37 27
6066	38 22 74 69
6067	12 46 83 70
6068	30 53 90 8
6069	77 81 61 63
6070	58 64 2 88
6071	83 65 6 17
6072	74 30 71 24
6073	78 58 46 42
6074	2 36 55 51
6075	48 50 8 31
6076	44 60 43 24
6077	5 7 6 53
6078	65 11 62 83
6079	89 84 5 28
6080	46 71 56 42
6081	14 42 66 78
6082	27 85 54 22
6083	28 36 7 2
6084	83 78 81 53
6085	80 82 73 84
6086	70 29 48 55
6087	20 72 24 52
6088	46 75 52 73
6089	14 90 62 66
6090	68 88 45 74
6091	10 85 14 7
6092	73 19 88 15
6093	1 34 59 4
6094	31 23 20 59
6095	33 84 15 12
6096	33 18 11 4
6097	13 75 36 47
6098	44 56 81 57
6099	7 14 36 74
6100	89 85 76 6
6101	57 35 37 21
6102	66 85 62 58
6103	53 9 48 73
6104	22 53 52 30
6105	77 79 31 45
6106	17 3 71 5
6107	88 16 55 90
6108	28 57 60 79
6109	83 39 36 62
6110	1 77 82 45
6111	67 74 60 33
6112	44 62 63 29
6113	73 51 70 28
6114	22 12 43 59
6115	10 41 89 42
6116	80 5 62 68
6117	36 84 48 34
6118	69 53 60 41
6119	16 41 46 12
6120	83 90 63 12
6121	4 82 10 90
6122	44 57 69 8
6123	1 65 10 46
6124	11 61 9 57
6125	49 72 81 7
6126	14 85 18 41
6127	62 57 73 13
6128	22 47 74 51
6129	26 21 59 74
6130	63 69 18 43
6131	59 28 30 42
6132	17 1 59 56
6133	55 82 62 39
6134	64 37 42 35
6135	37 58 25 5
6136	20 66 43 71
6137	35 5 67 53
6138	64 7 10 13
6139	25 80 87 50
6140	48 63 20 38
6141	63 57 30 7
6142	81 36 29 63
6143	41 68 80 48
6144	27 16 69 42
6145	57 61 87 81
6146	49 59 20 78
6147	78 30 65 33
6148	17 24 23 44
6149	48 66 57 29
6150	17 50 19 81
6151	86 25 10 32
6152	27 40 59 15
6153	24 23 67 10
6154	49 7 39 20
6155	90 84 38 64
6156	29 65 22 46
6157	2 14 35 37
6158	60 41 85 21
6159	73 20 44 64
6160	71 80 77 22
6161	86 1 49 89
6162	47 62 73 12
6163	1 22 13 20
6164	51 62 82 76
6165	63 37 73 60
6166	34 64 89 90
6167	16 86 11 17
6168	23 12 64 30
6169	31 53 51 35
6170	36 35 73 65
6171	56 46 44 7
6172	70 25 39 69
6173	56 38 63 15
6174	46 88 52 40
6175	46 88 77 90
6176	51 90 78 84
6177	30 12 36 60
6178	23 41 29 64
6179	54 46 78 28
6180	16 70 66 84
6181	18 47 55 44
6182	29 23 85 34
6183	75 33 72 77
6184	87 38 24 35
6185	63 56 90 24
6186	8 84 19 87
6187	57 16 26 85
6188	40 34 28 53
6189	54 73 69 89
6190	90 3 25 18
6191	42 33 44 4
6192	27 73 1 80
6193	25 4 46 32
6194	86 13 74 57
6195	11 68 12 49
6196	16 73 15 89
6197	87 59 89 10
6198	90 70 76 75
6199	81 53 36 13
6200	77 35 41 2
6201	46 71 49 45
6202	68 71 76 38
6203	27 64 41 69
6204	24 1 28 55
6205	28 56 36 29
6206	52 21 73 84
6207	29 35 15 88
6208	41 85 15 20
6209	54 69 27 32
6210	36 6 21 38
6211	16 17 25 29
6212	63 54 24 49
6213	15 47 7 90
6214	61 2 25 3
6215	14 80 6 56
6216	20 65 1 84
6217	4 43 70 41
6218	44 16 79 21
6219	33 69 24 48
6220	18 58 80 78
6221	45 84 1 16
6222	89 1 23 11
6223	23 78 62 5
6224	22 52 47 38
6225	47 11 84 46
6226	77 19 72 42
6227	4 77 62 41
6228	11 86 74 40
6229	2 79 52 83
6230	18 38 15 76
6231	22 29 77 51
6232	77 5 62 59
6233	15 5 25 8
6234	69 9 59 48
6235	66 55 25 73
6236	90 31 1 56
6237	22 26 30 23
6238	1 42 15 31
6239	29 67 76 10
6240	83 55 24 75
6241	72 89 13 8
6242	59 17 53 6
6243	39 58 21 68
6244	2 13 77 9
6245	63 40 59 26
6246	63 33 1 69
6247	28 70 27 90
6248	25 39 15 50
6249	12 80 25 35
6250	19 72 35 86
6251	1 79 83 20
6252	26 35 69 90
6253	76 19 7 18
6254	48 23 61 21
6255	66 1 7 27
6256	50 84 60 82
6257	5 49 27 86
6258	6 72 44 7
6259	60 6 26 45
6260	59 38 88 1
6261	76 68 37 47
6262	43 81 52 35
6263	80 17 54 67
6264	38 47 75 86
6265	35 69 19 67
6266	20 85 41 52
6267	50 14 17 13
6268	1 78 72 33
6269	81 56 48 18
6270	86 9 37 54
6271	8 46 52 44
6272	41 67 7 30
6273	69 14 79 29
6274	80 71 30 17
6275	52 69 40 73
6276	53 82 55 19
6277	27 60 74 85
6278	6 36 31 79
6279	2 12 53 36
6280	19 41 22 10
6281	15 19 30 51
6282	78 27 51 19
6283	38 1 49 20
6284	59 39 65 11
6285	29 21 42 15
6286	70 38 58 74
6287	59 66 10 14
6288	6 42 50 60
6289	49 65 18 52
6290	47 26 73 38
6291	16 54 19 34
6292	81 8 20 59
6293	4 9 11 36
6294	14 13 39 69
6295	18 52 82 74
6296	21 4 45 63
6297	56 58 34 31
6298	65 49 13 87
6299	1 38 14 62
6300	57 40 69 1
6301	19 3 87 52
6302	15 2 46 67
6303	4 87 45 26
6304	8 67 40 19
6305	74 42 70 11
6306	31 63 49 89
6307	77 80 51 65
6308	38 50 55 83
6309	6 77 41 76
6310	78 76 38 66
6311	6 82 87 58
6312	86 22 3 11
6313	47 20 46 12
6314	16 27 54 72
6315	43 71 14 20
6316	89 27 8 4
6317	89 61 70 41
6318	13 41 88 73
6319	53 75 5 8
6320	25 38 64 37
6321	38 53 78 17
6322	7 35 3 70
6323	84 90 47 71
6324	72 62 58 89
6325	60 15 71 5
6326	15 64 23 26
6327	4 67 10 49
6328	61 81 20 79
6329	36 19 6 50
6330	45 39 83 12
6331	75 24 46 57
6332	33 12 55 32
6333	51 81 79 70
6334	19 78 38 33
6335	78 48 56 25
6336	52 41 54 62
6337	46 7 37 31
6338	2 61 55 42
6339	78 20 52 48
6340	27 55 2 15
6341	7 76 13 83
6342	78 35 74 22
6343	53 61 83 30
6344	12 57 21 79
6345	25 11 80 83
6346	7 21 80 71
6347	80 35 73 79
6348	46 74 87 68
6349	44 2 20 18
6350	60 4 29 39
6351	4 25 43 68
6352	26 8 27 42
6353	90 83 63 27
6354	38 4 21 74
6355	48 62 83 65
6356	69 34 44 54
6357	27 63 57 42
6358	5 66 48 85
6359	5 42 82 27
6360	33 12 23 83
6361	33 6 7 63
6362	27 83 48 11
6363	62 76 90 67
6364	84 76 52 16
6365	32 86 19 35
6366	38 66 12 47
6367	4 27 11 14
6368	9 61 47 42
6369	29 31 52 14
6370	49 3 19 24
6371	67 26 84 33
6372	58 81 10 68
6373	2 22 65 48
6374	17 75 50 60
6375	63 60 55 47
6376	70 63 75 25
6377	59 3 60 35
6378	87 64 74 36
6379	26 83 32 61
6380	85 60 58 66
6381	82 22 35 20
6382	68 25 87 73
6383	66 8 42 5
6384	47 66 28 16
6385	58 45 57 8
6386	24 16 64 50
6387	69 14 89 37
6388	33 62 34 13
6389	83 19 34 14
6390	67 39 84 33
6391	24 42 12 26
6392	81 86 47 14
6393	87 48 16 65
6394	80 38 64 57
6395	75 52 36 68
6396	34 29 36 17
6397	35 32 78 56
6398	25 71 56 73
6399	41 90 40 5
6400	50 66 31 39
6401	73 51 9 30
6402	20 4 21 2
6403	48 74 30 79
6404	30 41 74 69
6405	70 67 23 75
6406	57 89 40 9
6407	8 28 13 84
6408	45 88 87 43
6409	29 20 89 43
6410	69 5 42 16
6411	42 34 61 72
6412	23 86 37 75
6413	10 22 45 3
6414	38 58 40 47
6415	13 3 67 40
6416	61 49 43 68
6417	59 43 41 68
6418	88 90 40 18
6419	33 12 80 37
6420	82 57 9 70
6421	47 15 33 43
6422	64 5 69 81
6423	77 69 35 40
6424	3 40 25 36
6425	73 68 10 47
6426	90 28 55 60
6427	1 46 74 62
6428	73 34 26 69
6429	47 89 80 48
6430	77 57 18 63
6431	43 45 51 63
6432	12 24 49 39
6433	82 1 90 16
6434	36 86 63 68
6435	29 56 35 37
6436	64 69 77 48
6437	11 50 65 28
6438	9 90 30 71
6439	36 28 77 64
6440	18 51 49 77
6441	9 24 10 4
6442	52 72 4 36
6443	76 45 33 88
6444	63 42 29 64
6445	61 53 34 55
6446	11 67 45 73
6447	2 66 36 6
6448	4 16 26 40
6449	71 54 68 15
6450	37 76 51 73
